container	path_id	type	field_path	value
resources.assets	8507	MonoBehaviour	dialogLineSets[1].dialogLines[8].dialogText	I knew you could plan a romantic date but▸▸▸ THIS is really something else!
resources.assets	8507	MonoBehaviour	dialogLineSets[1].dialogLines[9].dialogText	Careful now,▸▸▸▸▸ one too many drinks and I'LL be the one up on that stage!▸▸[hahahaha]▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[1].dialogLines[10].dialogText	How'd you find out about this place?▸▸▸▸▸ It isn't on any of the tourist maps.▸▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[1].dialogLines[11].dialogText	Wow, would you look at that?▸▸▸▸▸ The view from this room is incredible...
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[0].dialogText	Oh▸▸ god...▸▸▸▸▸▸▸▸▸▸ this reminds me of a scene I once did.▸▸▸▸▸ We went through a LOT of oil that day.
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[1].dialogText	Awww,▸▸▸▸▸ this is nice.▸▸▸▸▸▸▸▸▸▸ Nobody ever takes me out on a cute date like this.
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[2].dialogText	Finally,▸▸▸▸▸ a nice quiet place we can just lay back and relax...
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[3].dialogText	I wonder if they have one of those HUGE cocktails you can order...
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[4].dialogText	I'm actually pretty good at golf, you know.▸▸▸▸▸ It's one of my MANY▸▸▸ hidden talents.▸▸▸▸▸[hahaha]
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[5].dialogText	You're never too old to get hammered on a boat!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I may have made that rule up...
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[6].dialogText	I love it up here.▸▸▸▸▸ Don't you?▸▸▸▸▸ You can see almost the entire resort!
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[7].dialogText	You know the best part about a casino?▸▸▸ Free▸▸ dri-▸▸▸▸▸ Wait...▸▸▸▸▸▸▸▸▸▸ did I already say that?
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[8].dialogText	This is the kind of date I always imagined being taken on.▸▸▸▸▸▸▸▸[hhaahh]▸[hh]▸▸▸▸▸▸▸▸▸▸ Better late than never!
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[9].dialogText	Ah,▸▸▸ the strip club,▸▸▸▸▸ my old stomping ground.▸▸▸▸▸ I was so innocent back then.▸▸[hahaha]
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[10].dialogText	So...▸▸▸▸▸ is clothing optional here?▸▸▸▸▸[hhmmhhmm]
resources.assets	8507	MonoBehaviour	dialogLineSets[2].dialogLines[11].dialogText	Wooooww,▸▸▸▸▸▸▸▸ you really went all out here,▸▸▸▸▸ didn't you?
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[0].dialogText	Oh good,▸▸▸ at least▸▸ I can go back to sleep here...
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[1].dialogText	I wish it was▸▸ me▸▸ floating in this tank right now...
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[2].dialogText	Okay,▸▸ well,▸▸ we're here,▸▸ soooo...▸▸ now what?[h]
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[3].dialogText	If I get my hair wet,▸▸▸▸▸ I'm gonna be like,▸▸▸ real▸ly pissed?[t]
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[4].dialogText	Ughh,▸▸ I should have brought an umbrella.[hh]▸▸▸▸▸ The sun▸▸▸ is like,▸▸▸▸▸ burn▸▸ing▸▸ my▸▸ fuck▸▸ing▸▸ skin.▸▸▸[h]
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[5].dialogText	Wouldn't it be funny if we sailed to the Bermuda Triangle▸▸ and▸▸ NEVER▸▸ came back?▸▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[6].dialogText	How▸▸ high▸▸ up are we?▸▸▸[hh]▸▸▸ Do you think you'd like,▸▸▸ die▸▸ if you jumped from up here?
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[7].dialogText	If this place is twenty-one and up,▸▸[hh]▸▸▸ don't worry,▸▸▸▸▸ I got a fake▸▸ I▸▸D.
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[8].dialogText	Oh my▸▸▸▸▸ GO[O]D...[h]▸▸ is this supposed to be like, ro▸▸man▸▸tic?▸▸▸[ah]▸[ha]▸▸▸ I think▸▸▸ I'm gonna▸▸ barf...▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[9].dialogText	O▸▸kaaaay...▸▸[hh]▸▸▸ this place▸▸ looks like▸▸▸▸▸▸▸ it MIGHT be cool...
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[10].dialogText	Fuck...▸▸ I can't drown myself in water this shallow.▸▸▸[hhh]▸▸▸▸▸[aahh]▸▸▸ Oh well...
resources.assets	8507	MonoBehaviour	dialogLineSets[3].dialogLines[11].dialogText	Do you think anybody was ever murdered in this room?▸▸[hh]▸▸▸▸▸ That'd be cool...
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[0].dialogText	What a beautiful spa...▸▸▸▸▸▸▸▸▸▸ a peaceful place to restore and reunify the body,▸▸▸▸▸ mind,▸▸▸▸▸ and spirit...
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[1].dialogText	I wish us all a wonderful date free of broken hearts,▸▸▸▸▸▸▸▸▸▸ and negative energy...
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[2].dialogText	Yes,▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I▸▸ don't know why...▸▸▸▸▸▸▸▸▸▸ but this location resonates with me quite strongly...
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[3].dialogText	I rather dislike water...▸▸▸▸▸▸▸▸▸▸ but,▸▸▸▸▸▸▸▸▸▸ I should be okay,▸▸▸▸▸ as▸▸▸▸▸ long as it's not too deep.
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[4].dialogText	A competitive game?▸▸▸▸▸▸▸▸▸▸ Hmm...▸▸▸▸▸▸▸▸▸▸ what a curious choice for a date activity.
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[5].dialogText	I▸▸▸▸▸▸▸▸▸▸ don't like being surrounded by all this water...▸▸▸▸▸▸▸▸▸▸ but,▸▸▸▸▸ I will do what must be done.
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[6].dialogText	I▸▸ believe I've had▸▸▸ dreams about this place...▸▸▸▸▸▸▸▸▸▸ yes,▸▸▸▸▸▸▸▸▸▸ this location is somehow significant...
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[7].dialogText	I can tell...▸▸▸▸▸▸▸▸▸▸▸▸▸ bringing girls to a casino has brought you luck in the past,▸▸▸▸▸▸▸ has it not?
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[8].dialogText	I'm▸▸▸ rather curious to see all that the butterfly people have taught you...
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[9].dialogText	The▸▸▸ sexual energy▸▸▸ here▸▸▸ is so palpable▸▸▸▸▸ I can smell it...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ that might just be the B.O. though.
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[10].dialogText	A hidden grotto...▸▸▸▸▸▸▸▸▸▸ fascinating.▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ It seems the perfect setting for...▸▸▸▸▸ intimate activities...
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[11].dialogText	Mmmm,▸▸▸▸▸ yes.▸▸▸▸▸▸▸▸▸▸ A wise location choice.▸▸▸▸▸▸▸▸▸▸ Many, many nuts have been bust here.
resources.assets	8507	MonoBehaviour	dialogLineSets[4].dialogLines[11].yuriDialogText	Mmmm,▸▸▸▸▸ yes.▸▸▸▸▸▸▸▸▸▸ A wise location choice.▸▸▸▸▸▸▸▸▸▸ Many, many sheets have been soiled here.
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[0].dialogText	Uh-oh,▸▸▸▸▸▸▸ I didn't know we were gonna relax...▸▸▸▸▸ I had three energy drinks!▸▸[s]
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[1].dialogText	This reminds me▸▸ of my fish▸▸ tank▸▸ at home!▸▸▸▸▸[hh]▸▸▸▸▸ 'Cept all of these fish are still alive...[hh]
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[2].dialogText	Hey, who got a bunch of sand in the bed!?▸▸▸▸▸▸▸ Oh,▸▸▸ that was me...[h]
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[3].dialogText	Last one in the pool is a rotten sticky smelly egg![h]
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[4].dialogText	I've seen EVERY episode of "My Girlfriend Is a Pro Golfer!?",▸▸ so this'll be EA[AAA]SY▸▸ PE[E]AS[A]Y!
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[5].dialogText	Uhhh,▸▸ can we go back to the hotel?▸▸ I forgot my sunglasses...
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[6].dialogText	Heeeeyy...[hh]▸▸▸▸▸[hh] this sorta looks like that one hentai I saw!▸▸▸▸▸ 'Cept everyone here is wearing clothes...
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[7].dialogText	I've never▸▸ been to an arcade like▸▸ this▸▸ before!▸▸▸▸▸▸▸▸▸▸▸▸▸ Do you think they have Dance Fiesta here!?
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[8].dialogText	Whoooa-▸▸▸ho-▸▸▸HO!▸▸▸▸▸[hh]▸▸▸▸▸ This is faa[aa]aan-▸▸▸cee!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ With a capital F!▸▸▸▸▸ And a capital A!▸▸▸▸▸ And a capital...▸▸▸▸▸ the other letters!
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[9].dialogText	This is a really weird convention...▸▸▸▸▸ who are all these girls cosplaying as?
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[10].dialogText	It's just like the hot spring scene in the first episode of Poki Poki Swim Club!
resources.assets	8507	MonoBehaviour	dialogLineSets[5].dialogLines[11].dialogText	Pilllooow fiiiiiight![hh]▸▸▸▸▸[hehehehehehehehe]▸▸[hh]
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[0].dialogText	I'm a certified massage therapist too!▸▸▸▸▸ So,▸▸▸▸▸▸▸▸▸▸ who wants to go first?
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[1].dialogText	Don't you just love it here?▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ This is where I come on my breaks.
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[2].dialogText	I always forget about this beach!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I should really come here more often.
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[3].dialogText	I hope I don't get too wet!▸▸▸▸▸[haha]▸▸▸▸▸ I still have to go to work later.
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[4].dialogText	I suppose it's never too late to learn how to play a new game!
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[5].dialogText	I hope I'm not spotted by any of my co-workers out here.
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[6].dialogText	It feels a little strange being out here while I'm off the clock.▸▸[hahahaha]▸▸[hhhh]
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[7].dialogText	I'll do my best,▸▸▸▸▸▸▸▸▸▸ but I swear,▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I have▸▸▸▸▸ the worst luck in the world...
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[8].dialogText	It's so pretty here.▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I rarely ever get taken to places as nice as this.
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[9].dialogText	Oh my...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ all the girls here are so pretty...▸▸▸▸▸ and so...▸▸▸▸▸▸▸▸▸▸ confident.
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[10].dialogText	Even though I work for the resort,▸▸▸▸▸ I almost never get to come here!
resources.assets	8507	MonoBehaviour	dialogLineSets[6].dialogLines[11].dialogText	Oh...▸▸▸▸▸▸▸▸▸▸ you reserved the royal suite?▸▸▸▸▸▸▸▸▸▸ What, uhhh...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ what did you have in mind?
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[0].dialogText	I'm real good at givin' massages!▸▸[hh]▸▸▸▸▸ They ain't back massages though...
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[1].dialogText	[hahahaha]▸▸[hhhh]Look at all the fishies![s]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[2].dialogText	You wanna see me climb that tree?▸▸▸▸▸ I got real▸▸ strong▸▸ legs!▸▸▸▸▸[s]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[3].dialogText	Do they got floaties here?[hh]▸▸▸▸▸ I can't swim too good...[hh]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[4].dialogText	[aa]▸▸Oh!▸▸[aa]▸▸ This'll be fun!▸▸▸▸▸ I'm real good at tennis![s]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[5].dialogText	I got a little boat just like this in my bathtub![h]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[6].dialogText	Waaaaiitt...▸▸▸▸▸ why are we here again?▸▸▸▸▸▸▸▸▸▸[hh] Oh,▸▸▸▸▸ right!▸▸[hh]▸▸ The date![t]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[7].dialogText	I don't get how the slot machines are supposta work...[hh]▸▸▸▸▸ it's too hard...[h]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[8].dialogText	Do they got a bathroom here?▸▸▸▸▸[hh]▸▸▸ I gotta,▸▸▸▸▸ uhhh...▸▸▸▸▸▸▸ powder my nose.[heh]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[9].dialogText	Hey![hh]▸▸▸▸▸ This is where I work![h]▸▸▸▸▸ You wanna see me dance?[s]
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[10].dialogText	I hope my glitter don't come off in the water...
resources.assets	8507	MonoBehaviour	dialogLineSets[7].dialogLines[11].dialogText	Woooooww!▸▸[hh]▸▸▸▸▸ Now this here's a LOT fancier than the back alleyway!
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[0].dialogText	After cleanin' this place▸▸ so many times,▸▸▸▸▸▸▸ it's kinda cool to like,▸▸▸▸▸ use it.
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[1].dialogText	It's actually kinda cool in here,▸▸ you know?▸▸▸▸▸▸▸▸▸▸ I should come here more often.
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[2].dialogText	Real talk?▸▸▸▸▸▸▸▸▸▸ I ain't been on many dates...▸▸▸▸▸ so,▸▸▸▸▸ like,▸▸▸▸▸▸▸▸▸▸ I'm still tryna figure this shit out.
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[3].dialogText	Shiiiit...[t]▸▸▸▸▸▸▸▸ did I forget to add chlorine to the water yesterday?
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[4].dialogText	O▸▸kay,▸▸▸▸▸ I got like▸▸▸ no idea what the fuck▸▸ I'm doin' here.▸▸▸▸▸ You gotta teach me.
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[5].dialogText	I feel bad for whoever's gotta clean all the rooms on this fuckin' thing.
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[6].dialogText	I definitely don't mind sitting down after the fuckin' day I've had today...
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[7].dialogText	I ain't stupid enough to put my money in these things...▸▸▸▸▸▸▸▸▸▸ I'll just watch you guys.
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[8].dialogText	Da[aaa]mn...▸▸▸▸▸ none of my broke ass exes ever took me to a place like this.
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[9].dialogText	I thought about working here,▸▸▸▸ but,▸▸ nah.▸▸▸▸▸▸▸▸▸▸ I did a webcam gig for a while...▸▸▸▸▸ not really my thing.
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[10].dialogText	This is the only pool in the resort people ain't fuckin' peein' in all day...
resources.assets	8507	MonoBehaviour	dialogLineSets[8].dialogLines[11].dialogText	Yeah, the room looks nice now,▸▸ but you should see it when I have to clean it...
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[0].dialogText	I was JUST thinking I could do with some pampering...
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[1].dialogText	The aquarium cost a FORTUNE to build, but,▸▸▸▸▸ the guests do seem to enjoy it.
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[2].dialogText	Let's see what you're made of, kid!
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[3].dialogText	You'd be surprised just how buoyant silicone is!
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[4].dialogText	I should warn you,▸▸▸ I AM rich, which makes me automatically good at golf.
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[5].dialogText	This▸▸▸ reminds▸▸▸▸▸ me...▸▸▸▸▸▸▸▸▸▸ I need to get on my husband about buying a new yacht.
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[6].dialogText	Now▸▸ remem▸▸ber...▸▸▸▸▸ it's important to respect your elders and do what you're told!▸▸▸▸▸▸▸▸▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[7].dialogText	There's nothing like spending money at your own casino!▸▸▸▸▸ You can't lose!
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[8].dialogText	I've been on many,▸▸▸▸▸▸▸ MAN▸▸Y▸▸▸ up▸▸scale▸▸▸ dates.[s]▸▸▸▸▸▸▸ So[o],▸▸▸▸▸▸▸▸▸▸ your work is cut out for you!
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[9].dialogText	You like the girls?▸▸▸▸▸ I personally vet them all myself...
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[10].dialogText	So[o],▸▸ you found our little the secret, huh?▸▸▸▸▸▸▸▸▸▸ Just don't go telling ALL the guests!
resources.assets	8507	MonoBehaviour	dialogLineSets[9].dialogLines[11].dialogText	Ahhh,▸▸▸▸▸ the▸▸ ro▸▸yal▸▸▸▸ suite!▸[tt]▸▸▸▸▸▸▸▸▸ I probably reserve this room more than our guests do!
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[0].dialogText	Aww▸▸▸▸▸ yeah...▸▸▸▸▸▸▸▸▸▸ THIS,▸▸▸▸▸▸▸▸▸▸ I can definitely do.
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[1].dialogText	Really?▸▸▸▸▸ An aquarium?▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Alright...▸▸▸▸▸▸▸▸▸▸ I▸▸▸▸▸ hope you know what you're doing...
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[2].dialogText	Well this looks boring...▸▸▸▸▸▸▸▸▸▸ you better have somethin' good up your sleeve!
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[3].dialogText	So THIS▸▸▸▸▸▸▸▸▸▸ is your plan to get us WET,▸▸▸▸▸ huh?▸▸▸▸▸▸▸▸▸▸[hahahahahahahaha]▸▸▸▸▸[hhhhhh]▸▸▸▸▸ Ahhh,▸▸▸ I crack myself up...
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[4].dialogText	What does a girl▸▸▸▸▸ have in common with a golf course?▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ A bunch of holes you're tryin' to shoot your balls in!▸▸▸▸▸▸▸[ha][ha][ha]
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[5].dialogText	If anyone needs me,▸▸▸▸▸▸▸ I'll be kicking back in one of these lounge chairs.
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[6].dialogText	I'd say I'm at like...▸▸▸▸▸ twenty percent wetness right now.▸▸▸▸▸ So,▸▸▸▸▸▸▸▸▸▸ you've got some work to do!▸▸▸▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[7].dialogText	Ahhh,▸▸▸▸▸▸▸▸▸▸ tryin' to get...▸▸▸▸▸ LUCKY,▸▸▸▸▸ are we?▸▸▸▸▸▸▸▸▸▸ No?▸▸▸▸▸ Okay,▸▸▸▸▸ I'll stop.
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[8].dialogText	Oooo,▸▸▸▸▸ fan▸▸▸▸▸cy!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Is this how you get all the girls to fall for you?
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[9].dialogText	You think these chicks realize they could be making WAAAA[AAAAYY]YY more by selling lewds online?▸▸▸▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[10].dialogText	Alright,▸▸▸▸▸▸▸▸▸▸ let's see whatcha got, big shot!
resources.assets	8507	MonoBehaviour	dialogLineSets[10].dialogLines[11].dialogText	[oooooooo]▸▸▸▸▸▸▸▸▸▸Damn,▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ why couldn't my boss put me up in a place like this?
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[0].dialogText	I hope I don't have any...▸▸ e-▸▸▸▸▸embarrassing accidents again...
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[1].dialogText	Being out on a real date,▸▸▸▸▸ with people...[hh]▸▸▸▸▸ it's all so new to me!▸▸▸▸▸ I like it though!
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[2].dialogText	Oh,▸▸▸▸▸ look...[hh]▸▸▸▸▸▸▸▸▸▸ there's nobody else around.▸▸▸▸▸▸▸▸▸▸ It's...▸▸▸▸▸ just the three of us...
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[3].dialogText	Mmmmnnhh,▸▸▸▸▸▸▸▸▸▸ I'm all wet now...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ and I haven't even gotten in the water yet...
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[4].dialogText	I'll hold onto your balls for you!▸▸▸▸▸ Uhh-▸▸ Wait,▸▸ no!▸▸▸▸▸ That came out wrong!
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[5].dialogText	Wow!▸▸▸▸▸[hh]▸▸▸▸▸ I never thought I'd have the chance to be on an actual cruise ship!
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[6].dialogText	I'm horny to be here with you!▸▸▸▸▸▸▸▸▸▸ Uhh-▸▸▸▸▸ Happy!▸▸▸▸▸ Uhh,▸▸ not horny!▸▸[haha] Well, yes horny, but... uhhh,[uhuhuh]▸▸▸▸▸ never mind!
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[7].dialogText	I wonder what my family would say if they knew I was gambling...
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[8].dialogText	[OOOOO]Ohhh!▸▸▸▸▸▸▸▸▸▸ THIS▸▸▸▸▸ is what you meant by▸▸▸ pri▸▸▸vate!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I was thinking...▸▸ umm,▸▸▸▸▸ s-▸▸▸something else...[heh]
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[9].dialogText	Unnghhawww...▸▸▸▸▸ every time I come in here I end up leaving without any money...[hh]
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[10].dialogText	You know,▸▸▸▸▸▸▸▸▸▸ there's a spot over there you can use to▸▸▸▸▸ spy on-▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Err,▸▸▸▸▸▸▸▸▸▸ uhh,▸▸▸▸▸ n-▸▸ Uhh,▸▸ n-▸▸nothing!▸▸▸▸▸ Nothing!▸▸▸ Nevermind!▸▸[heh]▸▸[hhhh]
resources.assets	8507	MonoBehaviour	dialogLineSets[11].dialogLines[11].dialogText	Okay...▸▸▸▸▸[hhhh]▸▸[oooo]▸▸▸▸▸ control yourself Abia.▸▸▸▸▸ Try to to think about...▸▸▸▸▸ mmmm,▸▸▸▸▸ oh no,▸▸▸▸▸ too late...
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[0].dialogText	Ooo,▸▸▸ mass▸▸▸▸▸ag▸▸▸es!▸▸▸▸▸ This'll▸▸ be▸▸ n[iii]ice!▸▸▸▸▸▸▸▸▸▸ A-▸▸▸▸▸As long as I don't have to get▸▸▸▸▸ COMPLETELY naked...
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[1].dialogText	Int▸▸eres▸▸ting...▸▸▸▸▸[hh]▸▸▸ does anybody else have the sudden urge to go ice skating?
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[2].dialogText	I can't wait to see what you have in store for us lovely ladies!
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[3].dialogText	Who wants to play Marco Polo?
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[4].dialogText	Don't hold back on me now!▸▸▸[hh]▸▸▸ I've got a pretty good swing for a girl!
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[5].dialogText	Hold on,▸▸[hh]▸▸ I'm gonna update my status to[ooo]... I'm▸▸ on▸▸ a▸▸ boat,▸▸ bi[i▸▸i]tche[ee]s!
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[6].dialogText	Ughh!▸▸▸▸▸ I have the perfect outfit for this occasion, but I left it at ho[oo]me!
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[7].dialogText	Want me to blow on your dice for good luck?▸▸▸▸▸▸▸▸▸▸▸▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[8].dialogText	[aaaahh]▸▸▸Will you LOOK▸▸ at this table?▸▸▸▸▸ And▸▸ that▸▸ view!▸▸▸▸▸ Oh,▸▸ this is just too much!▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[9].dialogText	We[ee]ll[hh]...▸▸▸▸▸[hh]▸▸ the ladies here certainly don't leave anything to the imagination!
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[10].dialogText	Should we go skinny dipping?[hhahaha] I'm▸ so▸▸ bad![hh]
resources.assets	8507	MonoBehaviour	dialogLineSets[12].dialogLines[11].dialogText	I'm gonna post a selfie from the balcony.[hh]▸▸▸▸▸ Cap▸▸▸tion...[hh]▸▸▸▸▸ livin' my best life!▸▸▸
resources.assets	8507	MonoBehaviour	dialogLineSets[14].dialogLines[0].dialogText	You can't be serious...▸▸▸▸▸ YOU▸▸▸ again!?
